# time  ID  size  fromHost  toHost  TTL  isResponse
7980.0000 M1129 254690 c82 gangs0 100 N 
7986.0000 M1130 476070 p40 gangs7 100 N 
7992.0000 M1131 497222 c129 gangs7 100 N 
7997.0000 M1132 1037424 c128 gangs10 100 N 
8006.0000 M1133 679893 c82 gangs11 100 N 
8011.0000 M1134 1827337 p22 gangs0 100 N 
8016.0000 M1135 229298 p39 gangs1 100 N 
8025.0000 M1136 1606795 p62 gangs0 100 N 
8033.0000 M1137 1152831 p69 gangs1 100 N 
8039.0000 M1138 115565 w207 gangs0 100 N 
8044.0000 M1139 1731995 c136 gangs0 100 N 
8050.0000 M1140 1319502 p36 gangs11 100 N 
8059.0000 M1141 1827862 w195 gangs0 100 N 
8066.0000 M1142 463816 p65 gangs10 100 N 
8071.0000 M1143 170642 w169 gangs11 100 N 
8080.0000 M1144 233380 w181 gangs4 100 N 
8087.0000 M1145 726695 c137 gangs4 100 N 
8096.0000 M1146 1977745 p66 gangs5 100 N 
8104.0000 M1147 37755 w186 gangs11 100 N 
8112.0000 M1148 1456086 p54 gangs4 100 N 
8120.0000 M1149 320170 w164 gangs4 100 N 
8127.0000 M1150 1241197 w151 gangs5 100 N 
8135.0000 M1151 668660 w151 gangs1 100 N 
8141.0000 M1152 1031107 w182 gangs6 100 N 
8150.0000 M1153 1828379 p26 gangs10 100 N 
8158.0000 M1154 1382224 c99 gangs5 100 N 
8167.0000 M1155 1645913 p65 gangs10 100 N 
8173.0000 M1156 1161890 w162 gangs5 100 N 
8179.0000 M1157 1679139 c137 gangs1 100 N 
8187.0000 M1158 860867 p16 gangs2 100 N 
8194.0000 M1159 1181838 c78 gangs6 100 N 
8203.0000 M1160 1434790 p29 gangs0 100 N 
8211.0000 M1161 130725 p1 gangs2 100 N 
8218.0000 M1162 1804077 w178 gangs9 100 N 
8224.0000 M1163 921509 c82 gangs5 100 N 
8231.0000 M1164 1076004 c104 gangs5 100 N 
8240.0000 M1165 1849974 c133 gangs10 100 N 
8245.0000 M1166 433969 c129 gangs7 100 N 
8250.0000 M1167 452678 c97 gangs5 100 N 
8256.0000 M1168 412027 c129 gangs5 100 N 
8265.0000 M1169 1057964 c133 gangs4 100 N 
8272.0000 M1170 964661 p69 gangs10 100 N 
8279.0000 M1171 1958133 p67 gangs7 100 N 
8287.0000 M1172 1346401 p44 gangs9 100 N 
8293.0000 M1173 342608 w172 gangs10 100 N 
8301.0000 M1174 1265586 p54 gangs8 100 N 
8308.0000 M1175 1699237 c99 gangs8 100 N 
8314.0000 M1176 1223982 w188 gangs4 100 N 
8323.0000 M1177 373183 w169 gangs10 100 N 
8331.0000 M1178 1459836 c111 gangs9 100 N 
8339.0000 M1179 981707 w187 gangs9 100 N 
8344.0000 M1180 1593183 p54 gangs5 100 N 
8351.0000 M1181 158002 p7 gangs3 100 N 
8359.0000 M1182 883943 w183 gangs6 100 N 
8364.0000 M1183 191990 w143 gangs8 100 N 
8372.0000 M1184 1669856 c96 gangs3 100 N 
8378.0000 M1185 849247 c137 gangs9 100 N 
8383.0000 M1186 495196 p41 gangs8 100 N 
8390.0000 M1187 1833451 c106 gangs0 100 N 
8396.0000 M1188 393830 c117 gangs4 100 N 
8401.0000 M1189 1437943 c86 gangs11 100 N 
8406.0000 M1190 1504663 p65 gangs8 100 N 
8412.0000 M1191 769926 p38 gangs2 100 N 
8420.0000 M1192 1078528 p52 gangs9 100 N 
8427.0000 M1193 1172439 c122 gangs4 100 N 
8434.0000 M1194 700678 c107 gangs8 100 N 
8439.0000 M1195 523003 w175 gangs5 100 N 
8448.0000 M1196 926442 c127 gangs9 100 N 
8456.0000 M1197 473571 c96 gangs2 100 N 
8462.0000 M1198 1963695 p10 gangs0 100 N 
8470.0000 M1199 1867204 c111 gangs3 100 N 
8476.0000 M1200 366422 p26 gangs2 100 N 
8481.0000 M1201 1339172 c111 gangs7 100 N 
8486.0000 M1202 368446 p22 gangs11 100 N 
8493.0000 M1203 1422595 p56 gangs4 100 N 
8501.0000 M1204 1925039 w178 gangs2 100 N 
8508.0000 M1205 399683 p24 gangs1 100 N 
8516.0000 M1206 392633 w187 gangs4 100 N 
8524.0000 M1207 1078496 w191 gangs9 100 N 
8533.0000 M1208 405251 w200 gangs11 100 N 
8539.0000 M1209 13559 w157 gangs9 100 N 
8544.0000 M1210 77418 w200 gangs5 100 N 
8551.0000 M1211 1955837 c135 gangs1 100 N 
8558.0000 M1212 1546035 c118 gangs8 100 N 
8567.0000 M1213 958753 p20 gangs8 100 N 
8572.0000 M1214 990977 w196 gangs2 100 N 
8577.0000 M1215 1613717 c106 gangs0 100 N 
8584.0000 M1216 1936482 w176 gangs9 100 N 
8592.0000 M1217 1477200 p6 gangs3 100 N 
8599.0000 M1218 544243 c74 gangs5 100 N 
8607.0000 M1219 1502812 c79 gangs7 100 N 
8613.0000 M1220 280407 w187 gangs6 100 N 
8619.0000 M1221 1238990 w179 gangs1 100 N 
8624.0000 M1222 1927219 c108 gangs2 100 N 
8632.0000 M1223 780976 p49 gangs1 100 N 
8638.0000 M1224 1245697 p53 gangs4 100 N 
8647.0000 M1225 943018 p32 gangs2 100 N 
8653.0000 M1226 77979 w196 gangs2 100 N 
8660.0000 M1227 98686 w176 gangs5 100 N 
8666.0000 M1228 1123566 c71 gangs9 100 N 
8673.0000 M1229 1840848 c86 gangs10 100 N 
8679.0000 M1230 624846 w147 gangs9 100 N 
8684.0000 M1231 574408 w155 gangs6 100 N 
8693.0000 M1232 765839 w196 gangs2 100 N 
8701.0000 M1233 1425907 w187 gangs4 100 N 
8707.0000 M1234 1257108 p50 gangs0 100 N 
8714.0000 M1235 112651 w160 gangs4 100 N 
8719.0000 M1236 1404980 w149 gangs3 100 N 
8726.0000 M1237 408444 c111 gangs2 100 N 
8732.0000 M1238 991875 w175 gangs2 100 N 
8741.0000 M1239 842110 w167 gangs3 100 N 
8748.0000 M1240 1356863 c119 gangs11 100 N 
8757.0000 M1241 798066 w147 gangs7 100 N 
8765.0000 M1242 937367 p13 gangs2 100 N 
8770.0000 M1243 432093 w176 gangs10 100 N 
8779.0000 M1244 1143735 c131 gangs11 100 N 
8784.0000 M1245 153978 c134 gangs4 100 N 
8793.0000 M1246 783742 c133 gangs10 100 N 
8801.0000 M1247 1089204 c88 gangs10 100 N 
8810.0000 M1248 679979 p50 gangs11 100 N 
8817.0000 M1249 1182761 c76 gangs7 100 N 
8822.0000 M1250 1769770 c114 gangs11 100 N 
8831.0000 M1251 1614984 w154 gangs5 100 N 
8837.0000 M1252 527633 p23 gangs8 100 N 
8844.0000 M1253 1563061 p5 gangs1 100 N 
8850.0000 M1254 1690499 c79 gangs8 100 N 
8857.0000 M1255 1932751 c83 gangs11 100 N 
8865.0000 M1256 615826 w183 gangs9 100 N 
8870.0000 M1257 461643 w165 gangs0 100 N 
8875.0000 M1258 613872 c133 gangs7 100 N 
8882.0000 M1259 1559665 c101 gangs8 100 N 
8888.0000 M1260 554596 c133 gangs10 100 N 
8895.0000 M1261 977969 w205 gangs6 100 N 
8904.0000 M1262 19416 p7 gangs2 100 N 
8910.0000 M1263 1027274 c104 gangs11 100 N 
8915.0000 M1264 1564083 p6 gangs3 100 N 
8924.0000 M1265 1288963 p16 gangs5 100 N 
8933.0000 M1266 251226 w150 gangs9 100 N 
8938.0000 M1267 1470523 c118 gangs4 100 N 
8946.0000 M1268 1879574 w191 gangs0 100 N 
8952.0000 M1269 1536332 w158 gangs9 100 N 
8959.0000 M1270 498617 c79 gangs3 100 N 
8964.0000 M1271 418053 c136 gangs11 100 N 
8969.0000 M1272 586441 p44 gangs7 100 N 
8974.0000 M1273 1202480 c74 gangs6 100 N 
8980.0000 M1274 224648 w153 gangs6 100 N 
8987.0000 M1275 546005 c78 gangs4 100 N 
8996.0000 M1276 873313 c128 gangs0 100 N 
9005.0000 M1277 349859 c116 gangs5 100 N 
9014.0000 M1278 37335 c82 gangs2 100 N 
9023.0000 M1279 1689628 w187 gangs4 100 N 
9032.0000 M1280 811965 w170 gangs2 100 N 
9040.0000 M1281 1386784 p45 gangs0 100 N 
9048.0000 M1282 1429565 p5 gangs1 100 N 
9053.0000 M1283 1128209 p1 gangs11 100 N 
9062.0000 M1284 177726 w175 gangs8 100 N 
9070.0000 M1285 1286175 w201 gangs7 100 N 
9076.0000 M1286 562290 w164 gangs4 100 N 
9082.0000 M1287 1427557 c86 gangs8 100 N 
9087.0000 M1288 729189 p69 gangs1 100 N 
9094.0000 M1289 266157 c74 gangs2 100 N 
9102.0000 M1290 1857610 c86 gangs6 100 N 
9109.0000 M1291 567681 w175 gangs8 100 N 
9117.0000 M1292 951610 c80 gangs11 100 N 
9123.0000 M1293 256326 w192 gangs11 100 N 
9132.0000 M1294 9196 p54 gangs7 100 N 
9139.0000 M1295 1356277 w208 gangs0 100 N 
9147.0000 M1296 1412200 p9 gangs5 100 N 
9152.0000 M1297 135184 w183 gangs9 100 N 
9157.0000 M1298 1758396 w185 gangs5 100 N 
9164.0000 M1299 1613068 c119 gangs7 100 N 
9172.0000 M1300 1163237 p26 gangs5 100 N 
9178.0000 M1301 238690 w161 gangs11 100 N 
9183.0000 M1302 100368 p3 gangs8 100 N 
9191.0000 M1303 1935601 p9 gangs5 100 N 
9200.0000 M1304 325541 c120 gangs1 100 N 
9206.0000 M1305 908636 p13 gangs5 100 N 
9214.0000 M1306 143086 p38 gangs11 100 N 
9223.0000 M1307 1579557 p47 gangs9 100 N 
9229.0000 M1308 284958 p26 gangs4 100 N 
9238.0000 M1309 250867 p7 gangs1 100 N 
9247.0000 M1310 1541412 c95 gangs1 100 N 
9254.0000 M1311 1664199 w147 gangs8 100 N 
9261.0000 M1312 1022521 p63 gangs8 100 N 
9269.0000 M1313 1547989 p5 gangs9 100 N 
9275.0000 M1314 1833163 w190 gangs7 100 N 
9281.0000 M1315 1640016 c109 gangs7 100 N 
9286.0000 M1316 580896 c89 gangs5 100 N 
9295.0000 M1317 825842 w154 gangs4 100 N 
9301.0000 M1318 1590126 c95 gangs10 100 N 
9306.0000 M1319 1684510 c95 gangs3 100 N 
9314.0000 M1320 1083774 w173 gangs8 100 N 
9321.0000 M1321 1433296 p38 gangs9 100 N 
9329.0000 M1322 413253 p19 gangs7 100 N 
9335.0000 M1323 724422 c77 gangs7 100 N 
9343.0000 M1324 1530152 c81 gangs7 100 N 
9348.0000 M1325 72395 c81 gangs1 100 N 
9355.0000 M1326 1284780 c113 gangs5 100 N 
9363.0000 M1327 1097011 w148 gangs7 100 N 
9371.0000 M1328 144838 c105 gangs10 100 N 
9379.0000 M1329 1116369 w146 gangs1 100 N 
9384.0000 M1330 1055981 w206 gangs4 100 N 
9389.0000 M1331 1239660 w153 gangs3 100 N 
9395.0000 M1332 175149 p8 gangs4 100 N 
9402.0000 M1333 12053 p49 gangs2 100 N 
9408.0000 M1334 1075742 w192 gangs6 100 N 
9415.0000 M1335 306195 p42 gangs6 100 N 
9420.0000 M1336 351532 w150 gangs4 100 N 
9429.0000 M1337 1706882 w146 gangs10 100 N 
9436.0000 M1338 1327471 p18 gangs11 100 N 
9445.0000 M1339 751440 c82 gangs2 100 N 
9454.0000 M1340 145416 p54 gangs11 100 N 
9460.0000 M1341 1932960 w151 gangs8 100 N 
9468.0000 M1342 616941 c98 gangs11 100 N 
9473.0000 M1343 835925 w151 gangs6 100 N 
9482.0000 M1344 1723431 p41 gangs7 100 N 
9488.0000 M1345 610452 p62 gangs2 100 N 
9496.0000 M1346 1488524 w144 gangs4 100 N 
9502.0000 M1347 879579 c87 gangs11 100 N 
9510.0000 M1348 547037 w166 gangs6 100 N 
9518.0000 M1349 1482384 p15 gangs10 100 N 
9525.0000 M1350 456924 c85 gangs11 100 N 
9532.0000 M1351 478650 p14 gangs8 100 N 
9537.0000 M1352 861270 w175 gangs8 100 N 
9544.0000 M1353 1330234 c89 gangs3 100 N 
9550.0000 M1354 1249067 w194 gangs7 100 N 
9555.0000 M1355 1961935 c72 gangs0 100 N 
9563.0000 M1356 1151360 w148 gangs7 100 N 
9568.0000 M1357 1849129 w196 gangs0 100 N 
9573.0000 M1358 201810 p37 gangs1 100 N 
9579.0000 M1359 346382 c70 gangs6 100 N 
9588.0000 M1360 581380 p27 gangs1 100 N 
9596.0000 M1361 826179 w181 gangs4 100 N 
9603.0000 M1362 1669055 w158 gangs3 100 N 
9611.0000 M1363 1510272 c138 gangs4 100 N 
9617.0000 M1364 1178977 c93 gangs9 100 N 
9624.0000 M1365 439946 c72 gangs5 100 N 
9632.0000 M1366 647382 w192 gangs7 100 N 
9640.0000 M1367 164135 p48 gangs8 100 N 
9648.0000 M1368 809741 c132 gangs3 100 N 
9655.0000 M1369 184902 p41 gangs6 100 N 
9661.0000 M1370 990892 c127 gangs1 100 N 
9666.0000 M1371 1581252 w206 gangs1 100 N 
9671.0000 M1372 955505 c103 gangs5 100 N 
9677.0000 M1373 939580 w208 gangs3 100 N 
9686.0000 M1374 400305 p4 gangs5 100 N 
9694.0000 M1375 426226 p35 gangs10 100 N 
9702.0000 M1376 928991 c107 gangs10 100 N 
9711.0000 M1377 1843061 p4 gangs0 100 N 
9718.0000 M1378 1622297 w203 gangs7 100 N 
9727.0000 M1379 1615165 c113 gangs10 100 N 
9733.0000 M1380 1159410 w185 gangs2 100 N 
9740.0000 M1381 539986 w140 gangs2 100 N 
9747.0000 M1382 486239 w142 gangs1 100 N 
9753.0000 M1383 1968843 w156 gangs0 100 N 
9762.0000 M1384 1520777 w183 gangs2 100 N 
9767.0000 M1385 865907 w140 gangs4 100 N 
9773.0000 M1386 1269550 w168 gangs3 100 N 
9780.0000 M1387 702811 c124 gangs1 100 N 
9786.0000 M1388 1679905 c115 gangs8 100 N 
9792.0000 M1389 803064 w175 gangs1 100 N 
9797.0000 M1390 614045 w145 gangs10 100 N 
9803.0000 M1391 1643371 c75 gangs8 100 N 
9812.0000 M1392 1022071 w148 gangs6 100 N 
9819.0000 M1393 498280 c114 gangs7 100 N 
9827.0000 M1394 556375 c98 gangs3 100 N 
9832.0000 M1395 931108 c116 gangs9 100 N 
9841.0000 M1396 380119 c101 gangs6 100 N 
9850.0000 M1397 1109158 c74 gangs11 100 N 
9858.0000 M1398 48092 c104 gangs8 100 N 
9864.0000 M1399 1586321 w142 gangs11 100 N 
9871.0000 M1400 1604835 p18 gangs4 100 N 
9877.0000 M1401 320858 p31 gangs7 100 N 
9885.0000 M1402 130719 p33 gangs8 100 N 
9894.0000 M1403 1353142 c117 gangs1 100 N 
9900.0000 M1404 1206731 w178 gangs5 100 N 
9907.0000 M1405 1171012 c139 gangs11 100 N 
9914.0000 M1406 1679548 p16 gangs7 100 N 
9921.0000 M1407 1568076 p63 gangs8 100 N 
9929.0000 M1408 314493 w188 gangs6 100 N 
9935.0000 M1409 744251 w166 gangs0 100 N 
9942.0000 M1410 1331101 w147 gangs9 100 N 
9951.0000 M1411 1404425 p19 gangs3 100 N 
9959.0000 M1412 570081 p34 gangs2 100 N 
9967.0000 M1413 552669 p34 gangs8 100 N 
9975.0000 M1414 1838098 c135 gangs1 100 N 
9984.0000 M1415 57205 w201 gangs6 100 N 
9993.0000 M1416 1203508 c93 gangs5 100 N 
9999.0000 M1417 1432968 c118 gangs10 100 N 
10005.0000 M1418 1588363 w196 gangs11 100 N 
10014.0000 M1419 65431 p15 gangs5 100 N 
10023.0000 M1420 1616855 w185 gangs3 100 N 
10031.0000 M1421 1968213 w199 gangs8 100 N 
10039.0000 M1422 800890 c133 gangs2 100 N 
10045.0000 M1423 157462 p43 gangs10 100 N 
10053.0000 M1424 1471314 p38 gangs9 100 N 
10058.0000 M1425 1999029 w167 gangs1 100 N 
10067.0000 M1426 830401 c135 gangs8 100 N 
10074.0000 M1427 991573 c91 gangs3 100 N 
10079.0000 M1428 1988338 w147 gangs4 100 N 
10085.0000 M1429 1060980 w170 gangs5 100 N 
10091.0000 M1430 543557 p62 gangs3 100 N 
10100.0000 M1431 796591 w193 gangs11 100 N 
10107.0000 M1432 1959836 w177 gangs5 100 N 
10115.0000 M1433 1176620 c102 gangs1 100 N 
10124.0000 M1434 308981 c130 gangs9 100 N 
10129.0000 M1435 1707465 w160 gangs6 100 N 
10136.0000 M1436 1789476 w154 gangs2 100 N 
10143.0000 M1437 1180603 c100 gangs3 100 N 
10148.0000 M1438 377035 w198 gangs5 100 N 
10155.0000 M1439 1465669 w156 gangs7 100 N 
10161.0000 M1440 223958 w154 gangs2 100 N 
10166.0000 M1441 1538492 c114 gangs5 100 N 
10172.0000 M1442 1276465 p2 gangs6 100 N 
10181.0000 M1443 1067796 w180 gangs11 100 N 
10186.0000 M1444 1314851 c92 gangs4 100 N 
10193.0000 M1445 702462 p16 gangs8 100 N 
10199.0000 M1446 1265216 p54 gangs9 100 N 
10208.0000 M1447 1826374 c99 gangs11 100 N 
10213.0000 M1448 437822 w143 gangs3 100 N 
10222.0000 M1449 823647 w171 gangs11 100 N 
10230.0000 M1450 185931 w163 gangs4 100 N 
10236.0000 M1451 119955 c134 gangs10 100 N 
10241.0000 M1452 1148411 w141 gangs0 100 N 
10250.0000 M1453 469456 w171 gangs0 100 N 
10255.0000 M1454 566142 c117 gangs0 100 N 
10263.0000 M1455 1452577 w145 gangs3 100 N 
10268.0000 M1456 1788146 w147 gangs2 100 N 
10277.0000 M1457 367415 c94 gangs11 100 N 
10282.0000 M1458 1879843 p29 gangs9 100 N 
10288.0000 M1459 688136 c116 gangs10 100 N 
10294.0000 M1460 1604988 w177 gangs6 100 N 
10303.0000 M1461 1398947 p69 gangs1 100 N 
10311.0000 M1462 1657423 c100 gangs0 100 N 
10320.0000 M1463 1977432 p3 gangs11 100 N 
10329.0000 M1464 973924 c132 gangs1 100 N 
10334.0000 M1465 871334 w151 gangs2 100 N 
10342.0000 M1466 116059 c80 gangs10 100 N 
10349.0000 M1467 687829 c125 gangs1 100 N 
10358.0000 M1468 245315 c117 gangs3 100 N 
10366.0000 M1469 100127 w147 gangs10 100 N 
10375.0000 M1470 1379701 c84 gangs6 100 N 
10383.0000 M1471 1339665 w141 gangs7 100 N 
10388.0000 M1472 1922743 p58 gangs6 100 N 
10396.0000 M1473 1567754 w185 gangs3 100 N 
10405.0000 M1474 633662 w176 gangs10 100 N 
10411.0000 M1475 663060 c111 gangs7 100 N 
10417.0000 M1476 253628 w198 gangs10 100 N 
10422.0000 M1477 1157566 w151 gangs4 100 N 
10429.0000 M1478 1950533 w148 gangs9 100 N 
10435.0000 M1479 7129 w147 gangs10 100 N 
10440.0000 M1480 1935339 w156 gangs1 100 N 
10447.0000 M1481 1707546 c70 gangs2 100 N 
10456.0000 M1482 521570 w169 gangs10 100 N 
10463.0000 M1483 1683711 c88 gangs8 100 N 
10468.0000 M1484 453032 c90 gangs1 100 N 
10476.0000 M1485 103421 c109 gangs0 100 N 
10482.0000 M1486 1029502 c126 gangs8 100 N 
10488.0000 M1487 1331082 c85 gangs10 100 N 
10497.0000 M1488 1986553 p54 gangs3 100 N 
10503.0000 M1489 565480 c119 gangs8 100 N 
10508.0000 M1490 872493 p9 gangs3 100 N 
10517.0000 M1491 1602630 p69 gangs3 100 N 
10524.0000 M1492 999064 p9 gangs7 100 N 
10531.0000 M1493 1957226 w190 gangs5 100 N 
10539.0000 M1494 1006014 c82 gangs10 100 N 
10544.0000 M1495 543432 c123 gangs2 100 N 
10552.0000 M1496 658307 p63 gangs1 100 N 
10558.0000 M1497 1861784 c122 gangs6 100 N 
10565.0000 M1498 1415850 w155 gangs10 100 N 
10570.0000 M1499 1482912 w196 gangs6 100 N 
10577.0000 M1500 1707377 w184 gangs8 100 N 
10583.0000 M1501 1883694 w178 gangs0 100 N 
10591.0000 M1502 507593 c101 gangs4 100 N 
10597.0000 M1503 563414 c81 gangs0 100 N 
10606.0000 M1504 1446213 w140 gangs9 100 N 
10612.0000 M1505 574806 w186 gangs0 100 N 
10619.0000 M1506 1534812 w164 gangs3 100 N 
10627.0000 M1507 1802400 w146 gangs2 100 N 
10632.0000 M1508 1418344 c137 gangs11 100 N 
10640.0000 M1509 658276 p62 gangs4 100 N 
10646.0000 M1510 500372 p20 gangs6 100 N 
10653.0000 M1511 1412149 w168 gangs6 100 N 
10659.0000 M1512 1996840 c88 gangs7 100 N 
10665.0000 M1513 226019 c89 gangs4 100 N 
10674.0000 M1514 1958031 p36 gangs5 100 N 
10682.0000 M1515 1791657 c72 gangs10 100 N 
10690.0000 M1516 917326 c100 gangs11 100 N 
10699.0000 M1517 829800 w192 gangs9 100 N 
10705.0000 M1518 235539 w160 gangs5 100 N 
10712.0000 M1519 1725821 w179 gangs10 100 N 
10720.0000 M1520 1247787 w153 gangs4 100 N 
10725.0000 M1521 1646481 p25 gangs10 100 N 
10733.0000 M1522 1776068 c120 gangs2 100 N 
10738.0000 M1523 1436906 p58 gangs4 100 N 
10743.0000 M1524 729738 w185 gangs5 100 N 
10748.0000 M1525 982489 p30 gangs7 100 N 
10753.0000 M1526 1605768 w182 gangs6 100 N 
10758.0000 M1527 1471170 w190 gangs0 100 N 
10767.0000 M1528 380594 w160 gangs2 100 N 
10776.0000 M1529 1398314 c137 gangs2 100 N 
10781.0000 M1530 883219 c106 gangs1 100 N 
10789.0000 M1531 1972795 c78 gangs5 100 N 
10796.0000 M1532 1257603 c89 gangs11 100 N 
10805.0000 M1533 1603423 p64 gangs2 100 N 
10814.0000 M1534 448173 p19 gangs9 100 N 
10823.0000 M1535 227040 p52 gangs0 100 N 
10830.0000 M1536 1840785 p41 gangs6 100 N 
10838.0000 M1537 1330380 p18 gangs7 100 N 
10843.0000 M1538 747296 c72 gangs7 100 N 
10852.0000 M1539 1633021 w146 gangs7 100 N 
10857.0000 M1540 773157 w165 gangs0 100 N 
10864.0000 M1541 1907940 p24 gangs5 100 N 
10873.0000 M1542 649198 c113 gangs2 100 N 
10878.0000 M1543 1126486 p14 gangs3 100 N 
10886.0000 M1544 8447 c123 gangs0 100 N 
10892.0000 M1545 1734215 c119 gangs4 100 N 
10900.0000 M1546 1626448 p1 gangs8 100 N 
10909.0000 M1547 861949 c124 gangs6 100 N 
10918.0000 M1548 1438592 p45 gangs9 100 N 
10925.0000 M1549 1546382 w173 gangs9 100 N 
10933.0000 M1550 649138 p57 gangs4 100 N 
10938.0000 M1551 474223 c97 gangs0 100 N 
10944.0000 M1552 1286461 c104 gangs2 100 N 
10950.0000 M1553 1133837 p2 gangs3 100 N 
10956.0000 M1554 1430778 c130 gangs0 100 N 
10964.0000 M1555 1561273 w150 gangs2 100 N 
10972.0000 M1556 1464351 w170 gangs0 100 N 
10978.0000 M1557 788275 p66 gangs4 100 N 
10984.0000 M1558 535480 p15 gangs0 100 N 
10989.0000 M1559 144355 c71 gangs9 100 N 
10994.0000 M1560 80021 p27 gangs9 100 N 
11003.0000 M1561 1721968 p47 gangs8 100 N 
11009.0000 M1562 1858528 p51 gangs3 100 N 
11017.0000 M1563 1335473 p51 gangs5 100 N 
11025.0000 M1564 976580 w182 gangs4 100 N 
11031.0000 M1565 155308 p57 gangs11 100 N 
11036.0000 M1566 872020 c101 gangs6 100 N 
11041.0000 M1567 1756858 c110 gangs9 100 N 
11046.0000 M1568 869277 c75 gangs2 100 N 
11054.0000 M1569 1043751 p12 gangs8 100 N 
11061.0000 M1570 1740173 w170 gangs3 100 N 
11070.0000 M1571 612039 c99 gangs11 100 N 
11078.0000 M1572 396254 c83 gangs7 100 N 
11086.0000 M1573 1124738 c77 gangs2 100 N 
11092.0000 M1574 1546832 p0 gangs9 100 N 
11099.0000 M1575 289004 p24 gangs9 100 N 
11106.0000 M1576 1301253 c78 gangs0 100 N 
11111.0000 M1577 1810875 c78 gangs2 100 N 
11120.0000 M1578 1962851 c123 gangs3 100 N 
11129.0000 M1579 127434 w155 gangs6 100 N 
11136.0000 M1580 391388 p15 gangs0 100 N 
11143.0000 M1581 40189 p48 gangs3 100 N 
11150.0000 M1582 1523054 w164 gangs10 100 N 
11159.0000 M1583 642454 w166 gangs6 100 N 
11165.0000 M1584 125081 w174 gangs10 100 N 
11171.0000 M1585 220560 w154 gangs8 100 N 
11176.0000 M1586 1134805 c128 gangs0 100 N 
11181.0000 M1587 1176827 p42 gangs2 100 N 
11190.0000 M1588 1037698 p0 gangs9 100 N 
11195.0000 M1589 1245051 c100 gangs10 100 N 
11200.0000 M1590 1985673 c114 gangs2 100 N 
11205.0000 M1591 841819 p4 gangs3 100 N 
11214.0000 M1592 96309 p0 gangs11 100 N 
11223.0000 M1593 995920 p51 gangs11 100 N 
11231.0000 M1594 660494 w193 gangs6 100 N 
11236.0000 M1595 497559 c139 gangs8 100 N 
11244.0000 M1596 481983 c84 gangs7 100 N 
11252.0000 M1597 149393 w199 gangs0 100 N 
11260.0000 M1598 299102 p53 gangs2 100 N 
11269.0000 M1599 39398 w180 gangs6 100 N 
11275.0000 M1600 1909287 p56 gangs7 100 N 
11283.0000 M1601 1927809 c88 gangs9 100 N 
11292.0000 M1602 57299 p46 gangs3 100 N 
11298.0000 M1603 347955 w182 gangs6 100 N 
11306.0000 M1604 1819052 p61 gangs7 100 N 
11315.0000 M1605 459210 p44 gangs1 100 N 
11322.0000 M1606 223696 p37 gangs10 100 N 
11328.0000 M1607 545793 w145 gangs4 100 N 
11337.0000 M1608 790839 w180 gangs11 100 N 
11346.0000 M1609 1707770 w145 gangs9 100 N 
11355.0000 M1610 595858 w175 gangs10 100 N 
11362.0000 M1611 1225962 w170 gangs5 100 N 
11369.0000 M1612 417846 w166 gangs9 100 N 
11375.0000 M1613 1844714 c127 gangs6 100 N 
11383.0000 M1614 845297 w189 gangs2 100 N 
11392.0000 M1615 973365 w194 gangs4 100 N 
11400.0000 M1616 679546 w175 gangs9 100 N 
11408.0000 M1617 996990 p64 gangs11 100 N 
11417.0000 M1618 1506734 c128 gangs2 100 N 
11423.0000 M1619 1580784 p41 gangs10 100 N 
11432.0000 M1620 629765 c137 gangs1 100 N 
11439.0000 M1621 1729358 c71 gangs0 100 N 
11445.0000 M1622 1312944 w174 gangs7 100 N 
11451.0000 M1623 1207876 p53 gangs4 100 N 
11459.0000 M1624 1948435 c71 gangs0 100 N 
11464.0000 M1625 576626 c121 gangs8 100 N 
11472.0000 M1626 1235284 c94 gangs11 100 N 
11479.0000 M1627 99551 w145 gangs11 100 N 
11485.0000 M1628 1940324 c90 gangs3 100 N 
11491.0000 M1629 1613195 w208 gangs11 100 N 
11496.0000 M1630 350929 w163 gangs3 100 N 
11501.0000 M1631 378787 c117 gangs5 100 N 
11507.0000 M1632 953378 c127 gangs6 100 N 
11512.0000 M1633 1396749 p28 gangs8 100 N 
11518.0000 M1634 277389 w186 gangs3 100 N 
11524.0000 M1635 1874861 p55 gangs10 100 N 
11530.0000 M1636 1708942 w143 gangs1 100 N 
11536.0000 M1637 53464 w172 gangs11 100 N 
11543.0000 M1638 645535 w208 gangs8 100 N 
11552.0000 M1639 1679272 w159 gangs10 100 N 
11560.0000 M1640 784881 w161 gangs9 100 N 
11567.0000 M1641 1052358 p34 gangs7 100 N 
11574.0000 M1642 670706 w168 gangs1 100 N 
11580.0000 M1643 548953 c76 gangs5 100 N 
11587.0000 M1644 1832945 p12 gangs2 100 N 
11596.0000 M1645 1661096 p45 gangs4 100 N 
11605.0000 M1646 1668002 p64 gangs8 100 N 
11611.0000 M1647 1189868 w202 gangs0 100 N 
11616.0000 M1648 636418 p54 gangs8 100 N 
11623.0000 M1649 1405499 p47 gangs7 100 N 
11630.0000 M1650 164086 w186 gangs8 100 N 
11638.0000 M1651 1861268 p20 gangs8 100 N 
11644.0000 M1652 1536381 c120 gangs7 100 N 
11653.0000 M1653 1299767 p49 gangs10 100 N 
11660.0000 M1654 1495050 w143 gangs7 100 N 
11666.0000 M1655 968520 c84 gangs9 100 N 
