0	363	172
1	366	171
2	320	165
3	374	171
4	347	169
5	302	154
6	330	165
7	334	168
8	402	181
9	395	179
10	362	167
11	296	151
12	366	179
13	412	179
14	384	173
15	381	182
16	351	166
17	312	162
18	371	173
19	358	173
20	383	176
21	345	165
22	289	154
23	385	172
24	376	173
25	394	179
26	377	175
27	325	162
28	359	171
29	400	173
30	340	171
31	369	172
32	387	180
33	339	171
34	363	166
35	285	168
36	367	177
37	400	169
38	373	176
39	401	173
40	319	157
41	361	173
42	291	161
43	308	157
44	297	160
45	292	158
46	383	176
47	334	168
48	344	165
49	404	182
50	365	169
51	320	164
52	385	175
53	299	162
54	319	164
55	348	175
56	364	179
57	310	153
58	294	153
59	343	169
60	388	174
61	332	167
62	391	177
63	335	167
64	333	167
65	346	170
66	378	180
67	390	169
68	324	166
69	337	170
70	340	160
71	386	173
72	352	172
73	314	164
74	322	171
75	351	162
76	288	154
77	378	173
78	332	164
79	326	164
80	347	164
81	330	161
82	379	173
83	324	166
84	381	171
85	301	159
86	341	161
87	372	174
88	338	170
89	355	169
90	299	153
91	373	176
92	341	171
93	349	172
94	339	169
95	396	180
96	359	177
97	334	177
98	385	173
99	350	168
100	344	165
101	345	167
102	345	159
103	359	168
104	348	169
105	369	177
106	306	160
107	344	167
108	312	170
109	320	159
110	337	177
111	412	179
112	376	173
113	358	165
114	336	167
115	324	167
116	332	166
117	331	164
118	333	161
119	364	177
120	344	174
121	346	165
122	366	171
123	341	170
124	429	182
125	374	167
126	388	181
127	365	181
128	403	176
129	348	175
130	338	174
131	369	177
132	340	168
133	363	176
134	287	155
135	374	172
136	381	176
137	405	185
138	343	166
139	400	186
140	310	160
141	294	152
142	353	178
143	330	164
144	319	160
145	299	161
146	428	179
147	354	168
148	391	178
149	340	174
150	381	173
151	391	178
152	385	180
153	295	157
154	350	174
155	305	162
156	382	177
157	317	163
158	346	176
159	359	178
160	319	169
161	373	172
162	405	182
163	337	173
164	334	168
165	381	181
166	334	164
167	376	169
168	425	183
169	384	176
170	356	178
171	383	179
172	327	170
173	379	170
174	397	173
175	384	175
176	372	176
177	386	173
178	326	166
179	344	168
180	315	172
181	330	167
182	362	172
183	325	165
184	397	179
185	400	176
186	313	161
187	383	175
188	432	177
189	319	158
190	339	180
191	359	176
192	345	169
193	400	176
194	318	156
195	311	163
196	316	164
197	334	165
198	337	172
199	329	169
200	352	165
201	373	176
202	397	181
203	355	174
204	314	167
205	338	166
206	336	168
207	394	181
208	339	168
209	333	168
