0	363	172
1	366	171
2	320	165
3	374	171
4	347	169
5	303	154
6	330	165
7	335	168
8	406	181
9	396	179
10	362	167
11	296	151
12	366	179
13	413	179
14	385	173
15	381	182
16	352	166
17	312	162
18	371	173
19	358	173
20	383	176
21	347	165
22	289	154
23	386	172
24	376	173
25	395	179
26	377	175
27	326	162
28	362	171
29	401	173
30	340	171
31	370	172
32	388	180
33	340	171
34	363	166
35	285	168
36	370	177
37	400	169
38	373	176
39	403	173
40	320	157
41	362	173
42	292	161
43	308	157
44	297	160
45	292	158
46	384	176
47	334	168
48	345	165
49	404	182
50	367	169
51	320	164
52	386	175
53	299	162
54	320	164
55	348	175
56	364	179
57	311	153
58	295	153
59	343	169
60	390	174
61	333	167
62	393	177
63	335	167
64	334	167
65	346	170
66	379	180
67	391	169
68	325	166
69	337	170
70	340	160
71	387	173
72	352	172
73	314	164
74	323	171
75	352	162
76	289	154
77	380	173
78	332	164
79	326	164
80	349	164
81	330	161
82	381	173
83	325	166
84	382	171
85	301	159
86	342	161
87	372	174
88	340	170
89	357	169
90	299	153
91	374	176
92	343	171
93	350	172
94	340	169
95	399	180
96	359	177
97	335	177
98	387	173
99	350	168
100	345	165
101	346	167
102	346	159
103	359	168
104	348	169
105	369	177
106	306	160
107	344	167
108	312	170
109	320	159
110	338	177
111	413	179
112	376	173
113	359	165
114	339	167
115	326	167
116	332	166
117	331	164
118	335	161
119	365	177
120	346	174
121	346	165
122	366	171
123	341	170
124	429	182
125	376	167
126	389	181
127	367	181
128	404	176
129	349	175
130	340	174
131	369	177
132	341	168
133	364	176
134	287	155
135	376	172
136	381	176
137	406	185
138	344	166
139	400	186
140	311	160
141	294	152
142	354	178
143	331	164
144	321	160
145	300	161
146	428	179
147	354	168
148	393	178
149	341	174
150	381	173
151	391	178
152	386	180
153	297	157
154	351	174
155	305	162
156	384	177
157	318	163
158	346	176
159	362	178
160	321	169
161	374	172
162	405	182
163	338	173
164	336	168
165	382	181
166	335	164
167	377	169
168	429	183
169	384	176
170	357	178
171	383	179
172	327	170
173	380	170
174	397	173
175	386	175
176	372	176
177	386	173
178	330	166
179	345	168
180	315	172
181	331	167
182	362	172
183	326	165
184	398	179
185	400	176
186	314	161
187	383	175
188	432	177
189	321	158
190	340	180
191	359	176
192	346	169
193	400	176
194	319	156
195	311	163
196	316	164
197	335	165
198	337	172
199	331	169
200	353	165
201	373	176
202	397	181
203	356	174
204	316	167
205	339	166
206	336	168
207	394	181
208	339	168
209	333	168
