0	366	172
1	366	171
2	323	165
3	376	171
4	347	169
5	304	154
6	331	165
7	336	168
8	411	181
9	400	179
10	364	167
11	297	151
12	368	179
13	419	179
14	390	173
15	385	182
16	355	166
17	313	162
18	374	173
19	361	173
20	385	176
21	354	165
22	295	154
23	388	172
24	379	173
25	399	179
26	380	175
27	327	162
28	364	171
29	405	173
30	346	171
31	375	172
32	389	180
33	340	171
34	367	166
35	285	168
36	372	177
37	402	169
38	375	176
39	409	173
40	321	157
41	362	173
42	294	161
43	309	157
44	297	160
45	292	158
46	385	176
47	337	168
48	348	165
49	406	182
50	367	169
51	320	164
52	386	175
53	301	162
54	320	164
55	349	175
56	364	179
57	314	153
58	299	153
59	345	169
60	392	174
61	338	167
62	396	177
63	337	167
64	334	167
65	348	170
66	379	180
67	400	169
68	326	166
69	339	170
70	343	160
71	390	173
72	355	172
73	316	164
74	325	171
75	355	162
76	294	154
77	387	173
78	333	164
79	329	164
80	351	164
81	330	161
82	385	173
83	327	166
84	385	171
85	301	159
86	345	161
87	372	174
88	346	170
89	358	169
90	302	153
91	375	176
92	350	171
93	354	172
94	348	169
95	401	180
96	365	177
97	337	177
98	391	173
99	351	168
100	347	165
101	348	167
102	348	159
103	361	168
104	355	169
105	370	177
106	311	160
107	345	167
108	312	170
109	322	159
110	344	177
111	419	179
112	380	173
113	360	165
114	341	167
115	326	167
116	334	166
117	331	164
118	343	161
119	368	177
120	351	174
121	351	165
122	368	171
123	344	170
124	435	182
125	379	167
126	396	181
127	369	181
128	406	176
129	352	175
130	343	174
131	376	177
132	342	168
133	364	176
134	293	155
135	379	172
136	386	176
137	410	185
138	344	166
139	407	186
140	315	160
141	294	152
142	357	178
143	334	164
144	323	160
145	304	161
146	433	179
147	354	168
148	393	178
149	342	174
150	385	173
151	397	178
152	393	180
153	299	157
154	353	174
155	306	162
156	386	177
157	320	163
158	349	176
159	362	178
160	323	169
161	378	172
162	410	182
163	338	173
164	338	168
165	386	181
166	337	164
167	380	169
168	430	183
169	387	176
170	358	178
171	386	179
172	332	170
173	381	170
174	401	173
175	393	175
176	377	176
177	389	173
178	334	166
179	348	168
180	316	172
181	332	167
182	365	172
183	327	165
184	400	179
185	403	176
186	319	161
187	385	175
188	436	177
189	322	158
190	341	180
191	361	176
192	349	169
193	401	176
194	324	156
195	314	163
196	319	164
197	338	165
198	337	172
199	332	169
200	358	165
201	374	176
202	399	181
203	357	174
204	317	167
205	343	166
206	336	168
207	399	181
208	340	168
209	333	168
