0	1	1
1	2	2
2	1	1
3	5	5
4	2	2
5	1	1
6	4	4
7	2	2
8	1	1
9	3	3
10	2	2
11	2	2
12	5	5
13	7	7
14	2	2
15	2	2
16	0	0
17	0	0
18	1	1
19	1	1
20	2	2
21	0	0
22	1	1
23	4	4
24	5	5
25	4	4
26	0	0
27	4	4
28	4	4
29	2	2
30	3	3
31	0	0
32	5	5
33	1	1
34	0	0
35	0	0
36	6	6
37	3	3
38	0	0
39	5	4
40	2	2
41	0	0
42	3	3
43	8	8
44	3	3
45	1	1
46	2	2
47	1	1
48	3	3
49	2	2
50	1	1
51	0	0
52	0	0
53	2	2
54	6	6
55	4	4
56	1	1
57	2	2
58	2	2
59	1	1
60	6	5
61	1	1
62	1	1
63	3	3
64	2	2
65	1	1
66	0	0
67	2	2
68	0	0
69	1	1
70	2	2
71	4	3
72	4	4
73	0	0
74	3	1
75	2	2
76	0	0
77	4	4
78	1	1
79	1	1
80	1	1
81	0	0
82	2	2
83	3	3
84	0	0
85	0	0
86	0	0
87	0	0
88	2	2
89	1	1
90	1	1
91	0	0
92	3	3
93	2	2
94	0	0
95	2	2
96	0	0
97	0	0
98	3	3
99	1	1
100	2	2
101	0	0
102	2	2
103	4	4
104	2	2
105	3	3
106	4	4
107	1	1
108	3	3
109	0	0
110	3	3
111	4	4
112	0	0
113	2	2
114	1	1
115	4	4
116	0	0
117	4	4
118	4	4
119	2	2
120	1	1
121	3	3
122	3	3
123	1	1
124	2	2
125	3	3
126	4	4
127	1	1
128	2	2
129	4	4
130	0	0
131	0	0
132	0	0
133	0	0
134	1	1
135	4	4
136	4	4
137	0	0
138	0	0
139	3	1
140	0	0
141	3	3
142	2	2
143	4	4
144	4	4
145	0	0
146	2	2
147	2	2
148	1	1
149	2	2
150	1	1
151	3	3
152	3	3
153	2	2
154	2	2
155	2	2
156	3	3
157	1	1
158	2	2
159	3	3
160	0	0
161	2	2
162	2	2
163	4	4
164	5	5
165	1	1
166	1	1
167	8	8
168	3	3
169	1	1
170	0	0
171	0	0
172	0	0
173	6	6
174	3	3
175	1	1
176	4	4
177	3	3
178	5	5
179	0	0
180	2	2
181	4	4
182	2	2
183	2	2
184	1	1
185	1	1
186	1	1
187	2	2
188	1	1
189	4	4
190	4	4
191	0	0
192	2	2
193	0	0
194	1	1
195	2	2
196	3	3
197	0	0
198	2	2
199	0	0
200	2	2
201	6	6
202	3	3
203	6	5
204	0	0
205	5	5
206	1	1
207	4	4
208	2	2
209	1	1
