0	366	172
1	366	171
2	323	165
3	376	171
4	347	169
5	304	154
6	331	165
7	335	168
8	410	181
9	399	179
10	364	167
11	296	151
12	367	179
13	418	179
14	389	173
15	385	182
16	355	166
17	313	162
18	373	173
19	360	173
20	384	176
21	350	165
22	294	154
23	386	172
24	377	173
25	397	179
26	380	175
27	327	162
28	364	171
29	405	173
30	343	171
31	374	172
32	389	180
33	340	171
34	366	166
35	285	168
36	372	177
37	402	169
38	375	176
39	407	173
40	320	157
41	362	173
42	293	161
43	309	157
44	297	160
45	292	158
46	385	176
47	337	168
48	347	165
49	406	182
50	367	169
51	320	164
52	386	175
53	300	162
54	320	164
55	349	175
56	364	179
57	314	153
58	299	153
59	345	169
60	390	174
61	338	167
62	395	177
63	337	167
64	334	167
65	348	170
66	379	180
67	397	169
68	326	166
69	338	170
70	342	160
71	388	173
72	354	172
73	315	164
74	324	171
75	355	162
76	293	154
77	386	173
78	333	164
79	329	164
80	351	164
81	330	161
82	384	173
83	326	166
84	384	171
85	301	159
86	344	161
87	372	174
88	343	170
89	358	169
90	302	153
91	374	176
92	350	171
93	353	172
94	345	169
95	401	180
96	364	177
97	337	177
98	389	173
99	351	168
100	347	165
101	347	167
102	347	159
103	361	168
104	352	169
105	370	177
106	307	160
107	344	167
108	312	170
109	322	159
110	343	177
111	418	179
112	380	173
113	360	165
114	341	167
115	326	167
116	334	166
117	331	164
118	341	161
119	367	177
120	350	174
121	349	165
122	368	171
123	343	170
124	434	182
125	377	167
126	391	181
127	369	181
128	406	176
129	351	175
130	342	174
131	374	177
132	342	168
133	364	176
134	292	155
135	378	172
136	383	176
137	408	185
138	344	166
139	406	186
140	314	160
141	294	152
142	356	178
143	334	164
144	323	160
145	302	161
146	431	179
147	354	168
148	393	178
149	342	174
150	384	173
151	394	178
152	391	180
153	299	157
154	353	174
155	305	162
156	386	177
157	320	163
158	349	176
159	362	178
160	323	169
161	377	172
162	409	182
163	338	173
164	338	168
165	385	181
166	335	164
167	380	169
168	430	183
169	387	176
170	358	178
171	386	179
172	330	170
173	381	170
174	399	173
175	389	175
176	377	176
177	387	173
178	333	166
179	348	168
180	316	172
181	332	167
182	365	172
183	327	165
184	400	179
185	403	176
186	316	161
187	385	175
188	436	177
189	321	158
190	341	180
191	361	176
192	348	169
193	401	176
194	322	156
195	312	163
196	317	164
197	338	165
198	337	172
199	332	169
200	357	165
201	374	176
202	399	181
203	356	174
204	316	167
205	342	166
206	336	168
207	398	181
208	340	168
209	333	168
